#STARTDIALOGUE				
Okay, now I'm going to ask some questions about your medical history	i have more questions	Ok, sure.	i have more questions	True
Have you experienced any pain like this in the past?	have you had back pain before	I have had some back pain previously. Maybe four or five years ago. It was similar to my pain now but back then just a couple of regular strength Tylenol took care of it and it was gone in one day.	have you had back pain before	True
Is there any history of back pain in your fmaily?	does anyone in your family have back pain	I had some back pain about 4 or 5 years ago, but that was fine after one day and one tylenol.	have you had back pain before	False
Did you use to play sports in high school or college?	none	I like their chances this season, especially with that new freshman.	what do you think about the buckeyes	False
Are you physically active?	are you active	I keep active. My job keeps me moving most of the day.	are you active	True
What do you do for your job?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
That's great to hear	good	It is.	good	True
How has the pain impacted your ability to work and overall lifestyle?	how has this affected you	I'm sorry, I don't understand that question. Would you restate it?	none	False
How has the back pain impacted your work ability?	how has this affected you	[ Fear1 ]I haven't been able to work.	how has this affected you	True
Oh I'm sorry to hear that. Hopefully we can get this taken care of soon	i will do my best	I appreciate that.	i will do my best	True
Do you smoke?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
Do you drink?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
Are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
Okay, that's all the questions I have for now. I'll go ahead and get started with the physical exam if that's okay with you	ok then	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	False
#STARTDIALOGUE				
Hello Mr. Wilkins, my name is Max Yudovich, and I will help take care of you.	i will do my best	I appreciate that.	i will do my best	True
How are you doing today?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
I understand, and we have about 20 minutes together to talk about it	today we have 15 minutes	Wow that is pretty short.	today we have 15 minutes	True
It will be enough time	that must be hard	I'm afraid I don't understand that question.	none	False
Is there anything else you would like to discuss besides your back?	any other problems	The occasional need to urinate more frequently.	any other problems	True
All right, we will start with your back and then your urination.	none	I'm afraid I don't understand that question.	none	True
What can you tell me about your back?	how is your pain now	[ Pain1 ]It hurts quite a bit now, although not as bad as when I twist or something.  Right now it is mostly stiff.	how is your pain now	True
Can you tell me how it started?	how did the pain start	[ Pain2 ]It started hurting after I was lifting some furniture with a friend. Ever since then I can barely move.	how did the pain start	True
How has this affected you?	how has this affected you	[ Fear1 ]I haven't been able to work.	how has this affected you	True
What kind of work do you do?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
I'm sorry to hear that your back is stopping you from doing your job	none	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	False
How long ago did your back start hurting?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
Has it been consistent since then?	is the pain constant	[ Fear2 ]It is pretty constant although sometimes it is a little better or worse.	is the pain constant	True
Is there anything that makes it better or worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Does anything help your pain?	what makes the pain better	[ Sadness2 ]The only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True
How much ibuprofen do you usually take?	how much ibuprofen have you taken	I have been taking the ibuprofen ever since I hurt my back.  I just did what it said on the bottle, two every 8 hours or so.  I have not taken it today.	how much ibuprofen have you taken	True
